project,direct_dependencies_bloated_count,direct_dependencies_bloated_loc,direct_dependency_files_bloated_count,direct_dependency_files_bloated_loc,direct_dependency_functions_bloated_count,direct_dependency_functions_bloated_loc,direct_dependencies_used_count,direct_dependencies_used_loc,direct_dependency_files_used_count,direct_dependency_files_used_loc,direct_dependency_functions_used_count,direct_dependency_functions_used_loc,transitive_dependencies_bloated_count,transitive_dependencies_bloated_loc,transitive_dependency_files_bloated_count,transitive_dependency_files_bloated_loc,transitive_dependency_functions_bloated_count,transitive_dependency_functions_bloated_loc,transitive_dependencies_used_count,transitive_dependencies_used_loc,transitive_dependency_files_used_count,transitive_dependency_files_used_loc,transitive_dependency_functions_used_count,transitive_dependency_functions_used_loc
patonlab/goodvibes,0,0,295,146143,4195,120547,2,161478,13,15335,52,2433,4,283807,502,283807,7489,204032,0,0,0,0,0,0
alexanderfabisch/gmr,0,0,646,325293,10031,272026,2,390953,50,65660,301,15604,0,0,0,0,0,0,0,0,0,0,0,0
fossasia/pslab-python,0,0,697,357793,10628,289032,3,399463,27,41670,118,3926,1,3072,92,33307,1896,24492,5,36983,12,6748,119,1995
optimizely/python-sdk,2,10806,51,15758,1148,14306,2,10082,9,5130,18,472,11,60957,188,70970,3456,48602,1,11176,2,1163,3,77
okpy/ok-client,1,3446,39,7009,835,9393,3,14446,29,10883,199,3060,17,125370,466,161857,8340,106876,2,38305,4,1818,52,822
casacore/python-casacore,0,0,227,105985,3794,96607,2,134983,12,28998,47,1982,0,0,0,0,0,0,0,0,0,0,0,0
aws-quickstart/taskcat,2,192063,683,245134,10979,158917,9,87480,57,34409,268,5735,20,686956,1791,754702,23110,442432,7,91817,31,24071,394,6426
playpauseandstop/rororo,1,2798,235,29498,2055,20885,6,32215,25,5515,61,1605,10,56600,360,103182,5630,81992,12,65490,28,18908,111,1649
ess-dmsc/lewis,1,1629,90,16495,843,10702,3,16298,5,1432,8,144,1,1574,3,1574,127,1156,0,0,0,0,0,0
scikit-optimize/scikit-optimize,1,276,917,470758,13963,392392,4,579781,82,109299,495,24403,1,1071,18,6604,406,4844,1,5923,1,390,2,19
mwaskom/seaborn,0,0,446,195070,10763,224033,3,420125,179,225055,1632,59542,7,127632,468,164858,7060,102549,6,44605,12,7379,37,1072
smarr/rebench,0,0,32,11579,1240,16898,4,26332,19,14753,68,2208,2,15615,65,21618,1178,17126,2,8614,2,2611,30,963
torchbox/wagtailmedia,0,0,743,78497,4981,55070,1,90666,36,12169,74,1087,19,100591,1373,244008,15338,196219,12,214051,142,70634,506,9223
httpie/http-prompt,0,0,166,29361,2883,33455,5,61450,98,32089,447,7386,9,199442,1070,381373,10515,167298,9,213116,67,31185,563,10310
httpie/httpie,1,177830,921,325721,9219,136114,7,181899,77,34008,377,8022,4,8563,113,29895,867,22391,3,27155,16,5823,68,2074
spyder-ide/qtawesome,1,2840,66,2840,99,466,0,0,0,0,0,0,1,4063,14,4063,191,2802,0,0,0,0,0,0
spyder-ide/spyder-notebook,0,0,410,100411,6239,91844,1,127470,38,27059,157,3521,138,900491,3700,1180196,51032,692438,23,310589,55,30884,210,5057
flask-api/flask-api,0,0,12,2965,324,5531,1,8791,10,5826,31,980,5,17659,91,32429,2512,32505,3,33942,27,19172,120,2565
zalando/connexion,1,363,108,33586,2979,41082,7,62009,39,28786,105,2444,9,22059,123,42767,1807,34611,5,29936,12,9228,50,706
zalando/patroni,0,0,54,15870,1979,28889,7,48721,45,32851,296,5689,0,0,3,5983,60,316,2,7396,3,1413,7,285
altschool/dynamic-rest,1,5435,853,110682,9120,100910,4,147293,96,42046,364,6078,7,36848,91,37820,1166,23904,1,1737,2,765,6,86
pimutils/todoman,1,4396,55,16789,1834,26283,7,41134,40,28741,361,7433,2,3634,23,7664,441,6889,1,7616,2,3586,5,413
pimutils/khal,1,4396,42,13067,1823,23726,6,40539,38,31868,412,9182,0,0,20,4655,406,5747,4,11383,8,6728,49,1576
smtg-ucl/galore,0,0,811,450071,13295,331081,3,515945,42,65874,224,11015,8,129844,445,163145,6991,105529,3,39730,7,6429,24,569
auth0/auth0-python,0,0,17,2452,307,4665,2,7628,13,5176,35,622,5,35223,153,59669,3109,42721,2,28815,7,4369,25,429
unidata/siphon,1,17125,414,158902,9330,207245,4,307514,129,165737,1215,40938,6,17283,99,39530,1230,24171,3,25188,10,2941,39,808
unidata/metpy,0,0,886,417894,18496,418644,8,668662,193,250768,1755,51845,11,143245,763,276999,12303,220984,11,234509,93,100755,623,31750
koed00/django-q,0,0,788,108442,8802,104072,5,170635,111,62193,513,9851,3,7931,48,18330,788,10111,3,15751,8,5352,28,1073
epistasislab/tpot,1,13848,979,408614,17777,461438,7,738105,285,343339,2521,95215,9,42426,158,54770,2045,36113,2,17929,10,5585,31,767
wolph/python-progressbar,0,0,14,1626,65,1444,1,2376,2,750,3,178,1,3072,1,3072,162,1687,0,0,0,0,0,0
edgewall/genshi,0,0,0,0,59,342,1,998,1,998,2,21,0,0,0,0,0,0,0,0,0,0,0,0
jupyter-incubator/sparkmagic,0,0,338,172140,5450,130794,4,177562,17,5422,78,750,88,509548,4098,1295700,43404,887852,13,880166,83,94014,421,12234
keepkey/python-keepkey,1,17125,81,30383,1935,23013,3,20453,6,7195,29,893,1,998,67,27167,1410,18408,1,27538,2,1369,31,472
fboender/ansible-cmdb,2,241,28,3363,740,7582,2,14444,27,11322,157,3208,1,367,2,367,34,198,0,0,0,0,0,0
pixaranimationstudios/opentimelineio,0,0,28,11903,767,7624,1,12727,4,824,6,67,0,0,0,0,0,0,0,0,0,0,0,0
pretenders/pretenders,0,0,0,0,84,958,1,2392,1,2392,44,932,0,0,0,0,0,0,0,0,0,0,0,0
byt3bl33d3r/crackmapexec,3,11756,151,36867,2801,39590,10,53685,56,28574,418,9102,33,439307,2585,750651,30175,404021,23,450093,266,138749,1643,30624
riga/law,0,0,76,19313,1771,15389,2,30325,26,11012,246,3445,6,77891,262,104060,5181,65941,1,27538,2,1369,31,472
twisted/axiom,1,5459,47,8939,598,7644,1,5551,12,2071,18,209,16,305972,861,309066,15982,185708,2,4515,3,1421,9,57
twisted/treq,0,0,421,142601,9969,112479,4,177071,46,34470,178,3328,13,108706,457,153653,6681,86224,5,47990,6,3043,54,856
neovim/pynvim,1,72,3,129,42,401,1,1308,3,1251,20,463,0,0,0,0,0,0,0,0,0,0,0,0
grow/grow,4,9811,508,183397,8261,107673,19,243884,118,70298,585,11522,16,93482,521,132068,4618,71421,8,49188,16,10602,55,1099
cloudant/python-cloudant,0,0,7,580,154,2077,1,5435,11,4855,82,1847,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
healpy/healpy,0,0,1003,452383,15968,363407,3,584561,91,132178,679,23813,10,136865,652,238786,10977,208798,4,194521,61,92600,434,20569
rocmsoftwareplatform/tensile,0,0,57,16204,1062,15419,3,22524,12,6320,33,710,0,0,0,0,0,0,0,0,0,0,0,0
h5py/h5py,0,0,227,112980,3745,97140,1,133985,11,21005,35,1086,0,0,0,0,0,0,0,0,0,0,0,0
counterpartyxcp/counterblock,2,18957,192,39665,3170,34238,7,31885,17,11177,102,2966,12,164621,347,184393,8902,121409,1,22870,4,3098,6,152
vit-project/vit,0,0,18,7516,1185,13563,2,25723,21,18207,288,6271,0,0,0,0,0,0,0,0,0,0,0,0
lincolnloop/django-dynamic-raw-id,0,0,823,127052,8419,101077,1,149210,46,22158,104,1805,2,6933,30,7905,439,4670,1,1737,2,765,6,86
scott-griffiths/bitstring,0,0,2,7094,560,6351,1,7580,2,486,4,128,0,0,0,0,0,0,0,0,0,0,0,0
kozea/weasyprint,0,0,405,138946,6848,96406,8,168840,41,29894,398,8276,3,1266,25,10374,728,7937,2,12073,4,2965,9,253
kozea/radicale,1,7616,92,37415,1533,25551,3,35704,9,5905,59,995,1,998,1,998,61,242,0,0,0,0,0,0
kozea/cairosvg,0,0,108,33854,1585,27240,4,42835,15,8981,87,1594,0,0,33,15064,1190,13321,4,22613,13,7549,121,2255
vanheeringen-lab/gimmemotifs,3,1026,971,428804,14965,341316,11,604769,164,176991,1497,51486,27,505262,2496,1068032,48593,854384,20,838313,238,275543,1858,73112
vanheeringen-lab/genomepy,1,576,807,354371,15052,334832,13,536831,167,183036,1383,45362,10,83200,301,103443,4557,68552,4,25170,11,4927,19,377
instana/python-sensor,3,16204,111,19845,1241,14709,5,11801,23,8160,113,2401,1,4603,53,24543,833,18747,3,24943,11,5003,51,907
qiniu/python-sdk,0,0,7,580,172,2561,1,5435,11,4855,64,1363,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
bird-house/flyingpigeon,0,0,70,23441,2063,27858,4,42582,29,19141,140,1900,29,331846,899,483570,20599,351173,7,216344,66,64620,317,10817
rdflib/rdflib,0,0,21,5788,586,8285,2,13711,7,7923,32,542,1,998,1,998,61,335,0,0,0,0,0,0
esss/conda-devenv,2,3954,55,22422,1512,19438,3,24219,9,5751,19,403,1,367,2,367,34,205,0,0,0,0,0,0
adamlwgriffiths/pyrr,0,0,218,92899,3690,93093,2,134901,26,42002,143,5856,0,0,0,0,0,0,0,0,0,0,0,0
tmrowco/electricitymap-contrib,3,28316,121,39464,1934,32557,2,19007,13,7859,26,584,5,5080,37,14640,929,12335,2,13202,2,3642,4,114
c0fec0de/anytree,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ably/ably-python,2,10636,49,12921,914,14380,4,16798,31,14513,256,4885,3,15454,81,31399,1508,22680,8,28212,45,12267,193,3169
sobhe/hazm,1,256,590,298907,10276,232606,3,344296,37,45645,251,7080,3,15575,758,362211,11940,302089,5,420684,57,74048,574,19142
flask-admin/flask-admin,0,0,21,4823,515,7631,2,12294,20,7471,62,920,4,13189,110,45857,2614,34623,4,38412,8,5744,19,446
pytest-dev/pytest-django,0,0,56,27056,1621,20791,1,29250,3,2194,8,125,5,7635,34,7635,369,5089,0,0,0,0,0,0
pytest-dev/pytest,0,0,18,2492,258,3355,5,7635,16,5143,113,1885,0,0,0,0,0,0,0,0,0,0,0,0
furlongm/patchman,3,6118,932,123893,10210,114322,11,169857,119,52082,463,7727,7,61494,130,71819,1184,22983,1,11652,3,1327,4,82
kristianoellegaard/django-health-check,0,0,824,127596,8404,100947,1,149210,45,21614,118,1936,2,6933,30,7905,439,4669,1,1737,2,765,6,86
jrkerns/pylinac,1,153,517,294467,8155,154596,8,384188,90,89874,670,19817,12,265691,1617,639507,21926,507623,7,503759,110,129943,690,29737
tuw-geo/ascat,3,163482,475,265085,9524,228452,3,144045,32,42442,147,5808,8,13574,88,22292,952,17300,3,12318,5,3600,14,572
rallytools/rallyresttoolkitforpython,0,0,7,580,214,2441,2,6433,12,5853,83,1846,3,10272,56,29942,775,22015,2,22552,9,2882,38,787
deschler/django-modeltranslation,0,0,777,104962,8206,97978,1,149210,92,44248,315,4902,2,6933,30,7905,439,4672,1,1737,2,765,6,86
qutech/qupulse,0,0,945,499798,15535,292226,4,588650,84,88852,325,11277,1,47859,53,47859,1360,31432,0,0,0,0,0,0
kklmn/xrt,0,0,967,517453,17372,377346,4,581356,56,63903,261,10105,27,338224,1050,406367,12890,198724,4,76794,10,8651,29,366
alisw/alibuild,0,0,65,14853,1619,23566,5,35223,36,20370,138,2336,7,26752,164,71632,3734,55204,3,53884,15,9004,78,1155
wikimedia/revscoring,3,81451,805,410464,15984,305756,9,359652,31,30639,226,4313,13,65236,451,189298,8419,167064,8,178479,60,54417,241,8859
pyocd/pyocd,0,0,101,21766,2326,26103,11,54916,59,33150,519,8389,4,22606,72,37196,2717,32077,8,31054,21,16464,62,1164
robotframework/sshlibrary,0,0,175,40926,4615,39182,3,71921,105,30995,670,7050,5,43358,137,43358,2674,29089,0,0,0,0,0,0
robotframework/seleniumlibrary,1,341,423,153105,10896,96902,2,180445,110,27681,624,5465,13,77492,233,77492,3305,54432,0,0,0,0,0,0
ickc/pantable,0,0,228,102078,3923,96932,2,137781,20,35703,87,3204,1,10130,28,13737,825,11687,1,5923,6,2316,9,166
django-ses/django-ses,0,0,845,133953,8802,107315,3,160021,67,26068,158,2774,7,36657,176,66972,3914,48954,2,36179,10,5864,67,845
python-telegram-bot/python-telegram-bot,0,0,7,1289,284,3695,1,8911,17,7622,160,2578,1,1006,68,19779,1156,18293,6,30063,32,11290,181,3140
lneuhaus/pyrpl,1,13144,846,331364,15973,353605,6,501367,172,183147,1432,41257,10,59308,455,131903,6830,118081,3,137619,55,65024,369,16339
pymoca/pymoca,0,0,221,106760,3735,96432,1,133985,17,27225,46,1887,0,0,53,11155,750,6236,1,11687,4,532,9,61
easypost/easypost-python,1,3072,11,4877,383,5335,1,5435,8,3630,15,276,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ratt-ru/stimela,2,13441,61,17131,1086,13983,2,6264,8,2574,18,324,0,0,0,0,0,0,0,0,0,0,0,0
ratt-ru/cubical,1,119,1331,600982,25947,470293,8,730152,124,129289,652,23633,10,144989,978,367260,15562,281774,8,274523,25,52252,102,3692
pytrainer/pytrainer,0,0,375,230113,12422,182200,4,325514,66,95401,343,9843,8,128917,638,246634,10201,188433,4,166964,35,49247,201,8850
emc-isilon/pike,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flask-middleware/flask-security,0,0,74,18098,1316,21287,5,40457,29,22359,137,2935,6,20000,168,63317,3642,48046,7,51685,17,8368,73,1020
fedora-infra/anitya,2,1400,344,126502,11192,157882,15,250331,103,125229,543,13644,34,220713,1506,453305,24760,303268,18,269865,67,37273,254,5998
fedora-infra/the-new-hotness,1,239,84,32247,2455,33654,4,45607,15,13599,87,1880,29,169932,1041,367086,19584,240218,10,221887,43,24733,177,3561
jupyterhub/batchspawner,0,0,76,27847,1704,25511,2,37523,9,9676,20,1288,30,382502,809,415307,20068,290321,5,49624,18,16819,79,1509
vyperlang/vyper,1,5815,213,62027,3080,39759,3,59259,8,3047,55,610,1,998,1,998,61,358,0,0,0,0,0,0
pierreraybaut/pythonqwt,0,0,291,113794,3826,96888,2,136825,13,23031,53,1804,2,22927,44,22927,1154,17912,0,0,0,0,0,0
pierreraybaut/guiqwt,0,0,783,319412,11809,294905,5,443673,103,124261,761,30045,2,9234,32,9234,458,6144,0,0,0,0,0,0
calebbell/fluids,0,0,612,285663,9872,267479,2,390953,84,105290,465,20434,0,0,0,0,0,0,0,0,0,0,0,0
celery/django-celery-beat,0,0,129,27263,2830,25297,3,41908,37,14645,228,2619,10,61411,1131,203661,13916,163984,9,201117,123,58867,474,8507
lbl-srg/buildingspy,0,0,690,388043,11837,270949,8,427871,38,39828,238,6235,10,131778,733,268478,12227,211108,6,205578,55,68878,350,15943
pslmodels/cost-of-capital-calculator,1,10181,19,11899,670,10800,1,10099,8,8381,78,4888,14,254314,1264,450354,26392,406835,6,391733,194,195693,1451,43889
pslmodels/og-core,2,188011,1482,662619,26104,543951,8,707776,197,233168,1646,51658,24,185007,936,351151,16195,270052,13,248119,77,81975,496,20320
googleads/googleads-python-lib,3,17688,135,30318,1570,24018,3,19256,15,6626,93,1523,14,82006,438,99523,3250,54887,4,25822,15,8305,24,471
mouse-imaging-centre/pyminc,0,0,233,114460,3749,97193,1,133985,5,19525,31,1033,1,1430,3,1430,103,807,0,0,0,0,0,0
naomiproject/naomi,1,3164,52,9618,1056,12357,5,18688,31,12234,179,3901,2,4811,118,52660,2098,37060,7,54972,18,7123,87,1650
weblateorg/weblate,9,92418,1062,309142,14243,174898,16,280085,155,63361,590,10339,0,0,680,73364,7598,87216,1,149210,189,75846,977,15065
piqueserver/piqueserver,1,419,585,173762,16754,199432,7,314757,152,141414,1108,17707,15,121018,476,180744,6775,84120,7,66409,11,6683,61,958
googlefonts/cu2qu,0,0,285,110410,4583,65676,1,111639,4,1229,12,77,3,17012,122,42602,2223,29905,1,27538,5,1948,40,617
googlefonts/ufo2ft,0,0,236,64065,4277,59079,3,113580,62,49515,455,9308,4,17023,127,43192,2231,28887,1,27538,2,1369,31,472
googlefonts/glyphslib,1,76,31,3263,278,2255,1,4430,3,1243,6,363,3,29144,398,126894,6782,95355,3,132504,37,34754,276,4849
googlefonts/pyfontaine,2,3171,331,122550,5230,75907,3,124184,9,4805,18,347,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
googlefonts/fontmake,0,0,325,92796,5595,77249,4,139976,54,47180,437,9605,8,12511,207,53846,3148,41581,4,52833,19,11498,84,1822
jag1g13/pycgtool,3,4629,375,137629,5536,122936,3,182961,44,49961,182,7546,7,395338,797,395338,8478,214845,0,0,0,0,0,0
razorpay/razorpay-python,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
openai/gym,0,0,209,91962,3682,91957,2,135803,33,43841,187,7593,2,424,11,957,177,1079,1,1583,2,1050,7,59
cea-sec/miasm,0,0,223,39373,2152,27484,2,47411,3,8038,72,1232,0,0,0,0,0,0,0,0,0,0,0,0
econforge/dolo.py,0,0,572,262854,10244,207245,8,333016,55,70162,342,6570,41,864220,3093,1426855,51546,862542,7,664826,109,102191,565,23317
jwilk/ocrodjvu,1,7110,32,7784,357,4702,1,752,1,78,3,27,0,0,0,0,0,0,0,0,0,0,0,0
aldjemy/aldjemy,0,0,838,128166,8435,100952,1,149210,31,21044,88,1963,3,5670,206,109265,10091,138807,2,229571,80,125976,557,12409
matrix-org/matrix-python-sdk,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,7712,65,27125,843,20137,2,23028,8,3615,34,656
matrix-org/synapse,1,1308,45,19122,1142,22768,5,32156,22,14342,114,2160,58,454984,1524,484140,19917,253292,6,46634,29,17478,199,5767
breakingbytes/simkit,1,13144,49,13393,806,10763,1,9923,9,9674,143,5407,0,0,0,0,0,0,0,0,0,0,0,0
xlsform/pyxform,2,29385,197,29386,1398,15005,1,9121,9,9120,115,4920,1,115,2,115,9,74,0,0,0,0,0,0
slgobinath/safeeyes,0,0,24,8385,977,15156,3,22750,13,14365,88,1398,0,0,0,0,0,0,0,0,0,0,0,0
vkurup/python-tcxparser,0,0,43,10822,627,10271,2,14726,3,3904,8,120,1,998,1,998,61,363,0,0,0,0,0,0
clusterlabs/crmsh,0,0,53,13600,910,13460,3,20649,11,7049,73,1571,1,1555,9,1555,153,1510,1,998,1,998,1,2
spamscope/mail-parser,1,998,8,1740,110,1253,1,2044,2,1302,14,696,0,0,0,0,0,0,0,0,0,0,0,0
matlink/gplaycli,0,0,8,12982,254,3365,2,18990,10,6008,105,1950,8,79136,273,111965,5422,77846,4,41360,19,8531,56,928
simpeg/discretize,0,0,637,315660,9912,267352,2,390953,59,75293,421,20280,4,10765,188,59802,6098,75951,2,106321,37,57284,654,9724
simpeg/simpeg,0,0,1088,478879,20481,518890,9,904421,340,425542,3081,118057,16,373832,1068,448502,25117,311569,7,86546,16,11876,83,1988
georgemarshall/django-cryptography,0,0,883,144317,9569,110159,3,167019,61,22702,271,3975,4,26053,63,27025,1638,18486,1,1737,2,765,4,37
pipoline/rocket-python,0,0,11,2120,223,3663,1,5435,7,3315,13,261,21,83037,236,93050,4189,66413,1,11176,2,1163,3,77
pygae/clifford,0,0,973,480415,20478,395824,5,558151,76,77736,430,15840,0,0,23,3844,767,4441,1,7755,5,3911,19,128
simple-salesforce/simple-salesforce,1,17639,142,28596,2187,22845,3,18325,19,7368,89,1499,11,47206,196,64003,2938,46822,3,23745,6,6948,10,181
uploadcare/pyuploadcare,1,2637,52,18891,1303,18176,3,29301,21,13047,159,3055,6,49488,227,57948,2956,41780,6,15752,28,7292,136,2417
cta-observatory/ctapipe,0,0,1678,653546,30378,501086,15,850859,201,197313,1225,36152,18,271996,1453,637345,27926,528512,17,516280,116,150931,745,31955
salib/salib,0,0,933,439527,18152,423347,5,685729,175,246202,1422,55410,11,136965,512,197333,7435,110716,4,70662,27,10294,105,3524
alex-rudakov/sphinx-argparse,0,0,169,64781,4113,45337,1,65411,1,630,1,18,19,88320,613,241570,6088,95170,3,161601,11,8351,77,846
sosy-lab/benchexec,0,0,17,5533,345,4599,1,5923,1,390,2,19,0,0,0,0,0,0,0,0,0,0,0,0
pybel/pybel,1,3809,787,263064,18599,353370,12,548873,222,289618,1858,54868,16,51948,395,161338,6462,144596,6,161048,37,51658,140,5692
ahmadfaizalbh/chatbot,1,5435,18,5435,236,3924,0,0,0,0,0,0,4,27363,55,27363,647,18344,0,0,0,0,0,0
jjjake/internetarchive,0,0,56,5405,461,6042,5,12590,15,7185,149,2788,2,4727,46,24397,701,18209,4,23716,11,4046,42,835
gprmax/gprmax,0,0,2,109,55,387,1,882,4,773,13,177,18,187488,412,187488,8162,118019,0,0,0,0,0,0
infobyte/faraday,0,0,18,4883,648,9812,2,15565,16,10682,75,1347,23,192787,520,232132,12333,167316,8,64672,37,25327,128,3199
pylast/pylast,0,0,8,1462,300,3792,1,8911,16,7449,144,2481,3,10361,80,25796,1198,18913,4,20708,20,5273,138,2520
common-workflow-language/cwltool,2,16367,297,119287,6811,127927,10,171877,49,68957,359,8095,15,156072,478,172890,5224,140673,6,25001,15,8183,63,1253
common-workflow-language/cwltest,1,1050,85,40436,2055,31619,3,44609,11,5223,98,2751,16,59303,310,106553,4927,75294,5,60257,18,13007,52,939
common-workflow-language/schema_salad,1,14545,169,50605,2866,38056,4,50223,27,14163,148,2803,8,21533,88,41203,1396,27811,2,22552,9,2882,38,787
ellmetha/django-machina,1,249,982,150285,11226,144562,5,219695,146,69659,635,11454,3,7034,32,8006,448,4539,1,1737,2,765,4,37
sdss/marvin,3,702,1265,489150,21520,474892,12,768739,237,280291,1840,59815,22,322943,2066,698279,33030,573097,26,672367,230,297031,1402,45471
okigan/awscurl,1,1486,14,3686,367,5833,2,6970,8,4770,13,255,8,59355,165,69203,3440,48177,1,11176,3,1328,4,82
exa-networks/exabgp,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
scikit-hep/iminuit,0,0,200,81170,3574,88846,1,133985,38,52815,206,9380,0,0,0,0,0,0,0,0,0,0,0,0
petercorke/robotics-toolbox-python,1,96,228,81692,4152,96842,6,165820,71,84224,548,22771,10,192116,1211,569890,18356,390285,8,425917,47,48143,256,7269
zach-taylor/splunk_handler,0,0,8,737,158,2156,1,5435,10,4698,78,1768,3,5079,47,24749,625,17780,2,22552,9,2882,38,787
seperman/deepdiff,0,0,0,0,25,318,1,536,1,536,4,67,0,0,0,0,0,0,0,0,0,0,0,0
browniebroke/deezer-python,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
vimalloc/flask-jwt-extended,0,0,78,28190,1509,22597,3,33854,8,5664,20,395,7,28731,66,28731,1562,19952,0,0,0,0,0,0
kjellmf/dot2tex,0,0,7,3053,486,7027,1,10913,4,7860,28,408,0,0,0,0,0,0,0,0,0,0,0,0
pv8/noipy,0,0,11,2120,223,3664,1,5435,7,3315,13,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
zhmcclient/python-zhmcclient,3,5404,101,21777,1971,25382,9,32828,25,16455,63,1157,8,24270,101,34283,950,23806,1,11176,2,1163,3,77
marcharper/python-ternary,0,0,143,106585,3125,53283,1,124992,14,18407,63,1295,9,130942,652,251813,10597,195636,3,172617,38,51746,198,8688
gridsync/gridsync,0,0,251,59081,4998,63236,10,96037,60,36956,186,5404,21,327124,989,342288,17497,208565,3,17458,7,2294,26,363
mroberge/hydrofunctions,0,0,507,224882,10444,199852,5,359029,111,134147,1062,35347,29,357285,1358,491585,17892,289564,7,195118,51,60818,282,11495
rocky/python3-trepan,1,13144,375,124098,1935,25074,2,129390,43,18436,120,3078,6,21905,144,37109,1699,39946,1,35773,43,20569,59,2212
tskit-dev/msprime,0,0,221,95010,4619,110314,4,161720,42,66710,265,10593,4,20599,102,26409,1380,19806,3,11694,5,5884,10,315
thalesgroup/pycryptoki,1,40304,225,40304,1913,24078,1,998,1,998,1,2,11,93025,283,95200,5270,69651,1,6440,11,4265,36,435
mikedh/trimesh,0,0,189,76920,3451,83234,1,133985,49,57065,330,15104,0,0,0,0,0,0,0,0,0,0,0,0
flask-restful/flask-restful,1,998,40,13859,654,14406,3,20795,16,7934,59,1633,7,28731,102,39375,2547,33063,1,22870,16,12226,86,2058
googlemaps/google-maps-services-python,0,0,11,2136,223,3692,1,5435,7,3299,13,232,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
beetbox/beets,0,0,212,53416,761,8939,7,63087,16,9671,97,1452,1,998,57,20577,1159,12102,1,19881,1,302,1,96
thenetcircle/dino,0,0,15,3735,273,5018,1,7616,3,3881,31,927,5,150115,557,323767,10165,248434,5,181393,13,7741,28,591
qiita-spots/qiita,2,21043,362,132055,4622,121281,5,134550,26,23538,134,5059,1,65411,536,209537,12539,238413,3,300304,120,156178,1045,36119
ndokter/dsmr_parser,0,0,82,13794,932,11105,5,22582,16,8788,89,1862,8,70562,167,70562,3691,46780,0,0,0,0,0,0
uberi/speech_recognition,0,0,11,2120,222,3651,1,5435,7,3315,14,273,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
soynatan/django-easy-audit,1,6946,789,113445,8520,103228,1,149210,90,42711,311,4944,3,10848,37,11820,616,7334,1,1737,2,765,6,86
ccnmtl/django-pagetree,5,24509,896,134015,9611,118250,2,152978,75,43472,295,5019,6,19791,58,20763,1103,13591,1,1737,2,765,6,86
deniscarriere/geocoder,1,998,230,37620,2545,33844,4,55969,31,19347,104,1461,4,16554,54,26567,669,18539,1,11176,2,1163,3,77
veusz/veusz,1,4705,234,85760,3804,92096,1,133985,42,52930,228,8850,0,0,0,0,0,0,0,0,0,0,0,0
staticjinja/staticjinja,0,0,25,11182,766,9956,3,15227,5,4045,51,987,1,367,25,6073,372,3467,1,6354,2,648,7,70
jodal/pykka,0,0,0,0,159,1657,1,3072,1,3072,3,30,0,0,0,0,0,0,0,0,0,0,0,0
bouke/django-two-factor-auth,0,0,801,107728,8376,98003,4,154120,113,46392,485,8050,3,9305,31,10277,520,6484,1,1737,2,765,6,86
marshmallow-code/flask-smorest,0,0,95,30464,1920,27253,5,41442,17,10978,44,839,5,17659,71,28138,1708,22029,3,15135,9,4656,46,675
powa-team/powa-web,1,18747,257,139597,11900,161337,2,250053,82,129203,672,15110,1,72,3,3144,162,1314,1,3072,0,0,0,0
kinto/kinto-signer,2,8180,134,28340,1965,26418,3,31443,17,11283,105,1750,34,115197,535,186407,10081,136514,9,88413,27,17203,71,1282
kinto/kinto,3,6927,95,19040,1441,20182,8,25606,22,13493,102,1889,18,42399,266,89370,5416,76446,10,82083,68,35112,279,6114
arrow-py/arrow,0,0,13,2845,277,4818,1,7616,5,4771,27,1127,1,998,1,998,61,318,0,0,0,0,0,0
hardbyte/python-can,0,0,17,4398,559,5904,4,10358,7,5960,41,889,1,27538,68,27538,1380,18517,0,0,0,0,0,0
toastdriven/restless,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
django-crispy-forms/django-crispy-forms,0,0,841,138674,8383,100431,1,149210,28,10536,139,2460,2,6933,31,8550,444,4738,1,1737,1,120,1,9
widdowquinn/pyani,0,0,1074,535206,19187,455042,5,746928,159,211722,1458,49050,6,126634,654,233240,10441,182213,8,179588,64,72982,436,19617
transientskp/tkp,1,18747,1035,414000,16161,359082,7,503743,80,108490,552,19667,5,18946,422,184538,14566,248904,5,386458,144,220866,1023,32268
svenevs/exhale,4,65000,358,134342,9169,89564,2,74402,7,5060,44,1391,20,92235,481,198078,3993,74151,2,118504,26,12661,62,1301
enthought/chaco,0,0,748,173238,10437,167930,4,277257,133,104019,622,17643,3,11367,975,219576,10353,140479,4,227418,50,19209,93,2093
